,ProdTaken,TypeofContact,CityTier,Occupation,Gender,NumberOfPersonVisited,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisited,Designation,Age,DurationOfPitch,MonthlyIncome
1374,0,Self Enquiry,3,Salaried,Female,3,3.0,Super Deluxe,3.0,Married,5.0,1,5,1,0.0,AVP,55.0,27.0,32875.0
1375,1,Company Invited,1,Salaried,Female,2,1.0,Basic,3.0,Single,4.0,1,1,0,1.0,Executive,32.0,11.0,17432.0
1376,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,3.0,0,1,1,1.0,Executive,38.0,13.0,19771.0
1377,0,Company Invited,1,Salaried,Male,2,3.0,King,3.0,Married,4.0,0,3,1,0.0,VP,49.0,8.0,34161.0
1378,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,3.0,Married,4.0,1,1,0,0.0,Manager,42.0,18.0,20087.0
1379,1,Company Invited,2,Salaried,Female,2,4.0,Basic,4.0,Married,2.0,0,1,1,0.0,Executive,27.0,28.0,17863.0
1380,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,5.0,Married,1.0,0,3,0,0.0,Manager,35.0,24.0,17311.7
1381,0,Company Invited,1,Small Business,Male,2,3.0,Basic,3.0,Single,2.0,0,3,0,0.0,Executive,28.0,22.0,17311.7
1382,0,Company Invited,1,Small Business,Male,2,3.0,Basic,5.0,Married,2.0,1,1,0,0.0,Executive,31.0,9.0,18065.0
1383,0,Company Invited,1,Salaried,Male,3,1.0,Basic,4.0,Married,2.0,0,5,1,0.0,Executive,36.0,15.0,17810.0
1384,0,Self Enquiry,3,Small Business,Male,2,3.0,Standard,3.0,Unmarried,2.0,0,5,1,0.0,Senior Manager,34.0,6.0,24888.0
1385,0,Self Enquiry,3,Small Business,Male,2,3.0,Standard,3.0,Married,2.0,0,1,1,1.0,Senior Manager,34.0,19.0,23628.0
1386,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,5.0,Single,1.0,0,5,1,2.0,Executive,26.0,6.0,17867.0
1387,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,5.0,Married,1.0,0,3,1,0.0,Manager,29.0,6.0,20373.0
1388,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,3.0,Married,6.0,0,3,0,1.0,Manager,32.0,21.0,21667.0
1389,0,Company Invited,1,Salaried,Male,2,,Deluxe,5.0,Married,2.0,0,1,1,1.0,Manager,31.0,6.0,20003.0
1390,1,Self Enquiry,1,Large Business,Male,2,4.0,Basic,3.0,Married,6.0,0,3,0,1.0,Executive,28.0,23.0,17367.0
1391,0,Self Enquiry,3,Salaried,Male,2,4.0,Basic,5.0,Single,5.0,0,3,0,1.0,Executive,38.0,6.0,17858.0
1392,0,Self Enquiry,3,Salaried,Female,2,3.0,Deluxe,3.0,Married,2.0,1,4,1,1.0,Manager,35.0,13.0,20204.0
1393,0,Self Enquiry,3,Small Business,Male,2,3.0,Deluxe,3.0,Single,2.0,0,1,0,1.0,Manager,36.0,15.0,22347.0
1394,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Unmarried,1.0,0,1,0,1.0,Manager,32.0,11.0,24679.0
1395,1,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Married,2.0,1,3,0,1.0,Manager,31.0,32.0,20617.0
1396,1,Self Enquiry,3,Salaried,Male,3,3.0,Standard,5.0,Unmarried,7.0,1,3,1,2.0,Senior Manager,53.0,30.0,25448.0
1397,0,Self Enquiry,1,Salaried,Female,3,3.0,Deluxe,3.0,Married,4.0,0,5,0,1.0,Manager,54.0,15.0,17897.0
1398,0,Company Invited,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,2.0,0,5,1,1.0,Manager,33.0,13.0,20968.0
1399,0,Self Enquiry,1,Salaried,Male,1,3.0,Standard,3.0,Married,2.0,0,1,1,0.0,Senior Manager,43.0,17.0,22510.0
1400,0,Company Invited,2,Salaried,Male,2,3.0,Basic,4.0,Married,1.0,1,1,1,1.0,Executive,38.0,6.0,17991.0
1401,0,Self Enquiry,2,Salaried,Male,3,1.0,King,4.0,Married,5.0,1,5,1,,VP,55.0,32.0,34632.85
1402,0,Self Enquiry,1,Small Business,Female,2,5.0,Basic,3.0,Married,2.0,1,5,1,0.0,Executive,31.0,8.0,17311.7
1403,0,Self Enquiry,3,Small Business,Male,3,3.0,Super Deluxe,5.0,Unmarried,1.0,0,1,1,2.0,AVP,39.0,21.0,28341.0
1404,0,Company Invited,1,Salaried,Male,2,4.0,Deluxe,3.0,Single,2.0,0,3,1,1.0,Manager,42.0,13.0,22347.0
1405,0,Company Invited,1,Small Business,Female,2,3.0,Standard,3.0,Married,5.0,0,1,1,1.0,Senior Manager,31.0,16.0,26031.0
1406,0,Self Enquiry,1,Small Business,Female,3,3.0,Deluxe,5.0,Single,7.0,1,1,0,0.0,Manager,54.0,13.0,22347.0
1407,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Single,2.0,0,3,1,1.0,Manager,24.0,13.0,19617.0
1408,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,0,5,1,0.0,Executive,24.0,18.0,17647.0
1409,0,Company Invited,1,Large Business,Female,3,3.0,Deluxe,3.0,Married,2.0,0,3,1,1.0,Manager,40.0,17.0,21323.0
1410,0,Self Enquiry,3,Small Business,Female,3,3.0,Deluxe,4.0,Married,4.0,0,3,1,1.0,Manager,40.0,8.0,20677.0
1411,0,Self Enquiry,2,Salaried,Female,2,3.0,Basic,4.0,Married,5.0,0,4,0,0.0,Executive,25.0,8.0,17311.7
1412,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,4.0,Married,2.0,0,5,0,1.0,Executive,36.0,6.0,22347.0
1413,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,7.0,1,5,0,0.0,Executive,36.0,8.0,22347.0
1414,0,Self Enquiry,1,Small Business,Male,2,3.0,Standard,3.0,Unmarried,3.0,0,3,1,0.0,Senior Manager,47.0,31.0,23633.0
1415,0,Company Invited,1,Small Business,Male,2,4.0,Basic,3.0,Married,2.0,0,3,0,0.0,Executive,33.0,6.0,17311.7
1416,0,Self Enquiry,3,Salaried,Male,2,3.0,Deluxe,4.0,Married,1.0,0,4,1,1.0,Manager,38.0,13.0,22347.0
1417,0,Self Enquiry,3,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,4,1,0.0,Executive,31.0,8.0,18067.0
1418,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,3.0,Married,3.0,0,4,1,1.0,Manager,38.0,12.0,20321.0
1419,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,5.0,Married,7.0,1,1,0,0.0,Manager,42.0,24.0,20410.0
1420,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,4.0,0,1,0,0.0,Executive,41.0,6.0,17782.0
1421,0,Company Invited,1,Small Business,Female,3,3.0,Standard,4.0,Married,1.0,0,5,0,0.0,Senior Manager,47.0,6.0,26957.0
1422,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Married,1.0,1,5,0,0.0,Executive,35.0,17.0,17660.0
1423,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,1.0,0,3,0,2.0,Executive,36.0,6.0,18375.0
1424,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,3.0,Single,2.0,0,4,0,1.0,Manager,35.0,15.0,20098.0
1425,0,Self Enquiry,1,Small Business,Female,3,3.0,Deluxe,3.0,Married,1.0,1,1,1,1.0,Manager,33.0,13.0,19878.0
1426,0,Self Enquiry,1,Salaried,Female,2,4.0,Basic,4.0,Single,2.0,0,3,1,0.0,Executive,32.0,32.0,17837.0
1427,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,1.0,0,1,0,0.0,Executive,40.0,6.0,17406.0
1428,0,Self Enquiry,3,Small Business,Male,3,4.0,Basic,4.0,Married,1.0,0,1,0,2.0,Executive,32.0,6.0,17311.7
1429,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Single,1.0,0,4,1,0.0,Manager,36.0,30.0,22347.0
1430,0,Self Enquiry,1,Small Business,Female,2,5.0,Standard,3.0,Married,4.0,0,1,1,1.0,Senior Manager,38.0,16.0,28206.0
1431,0,Self Enquiry,3,Small Business,Female,2,3.0,Standard,3.0,Married,2.0,0,5,1,0.0,Senior Manager,32.0,6.0,25422.0
1432,0,Self Enquiry,1,Salaried,Female,2,1.0,Standard,3.0,Married,2.0,1,1,0,1.0,Senior Manager,37.0,16.0,28744.0
1433,0,Self Enquiry,3,Salaried,Female,2,3.0,Deluxe,3.0,Married,1.0,1,1,1,1.0,Manager,25.0,14.0,19907.0
1434,0,Company Invited,3,Salaried,Male,2,3.0,Basic,3.0,Married,3.0,0,1,1,1.0,Executive,36.0,32.0,18482.0
1435,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Single,7.0,1,4,0,1.0,Executive,44.0,6.0,17436.0
1436,0,Self Enquiry,3,Small Business,Male,2,3.0,Basic,5.0,Single,2.0,1,1,1,0.0,Executive,24.0,11.0,17380.0
1437,0,Company Invited,1,Salaried,Male,2,3.0,King,3.0,Single,3.0,0,4,0,1.0,VP,39.0,15.0,34431.0
1438,1,Company Invited,3,Small Business,Male,2,3.0,Basic,5.0,Married,2.0,0,5,1,0.0,Executive,24.0,15.0,17311.7
1439,0,Self Enquiry,3,Small Business,Female,3,4.0,Standard,3.0,Married,1.0,0,3,1,0.0,Senior Manager,36.0,9.0,22644.0
1440,0,Company Invited,1,Salaried,Female,3,3.0,Deluxe,4.0,Married,1.0,0,3,1,1.0,Manager,36.0,10.0,20131.0
1441,0,Company Invited,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,2.0,0,3,0,0.0,Manager,55.0,6.0,21306.0
1442,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,3.0,Married,1.0,1,3,1,0.0,Executive,29.0,13.0,19787.0
1443,0,Self Enquiry,1,Salaried,Male,2,3.0,King,3.0,Married,6.0,0,3,1,1.0,VP,42.0,8.0,33880.0
1444,1,Self Enquiry,1,Large Business,Male,3,3.0,Basic,3.0,Married,1.0,0,4,1,2.0,Executive,55.0,13.0,17339.0
1445,0,Self Enquiry,1,Salaried,Female,2,4.0,Super Deluxe,4.0,Married,1.0,0,5,1,1.0,AVP,41.0,32.0,28570.0
1446,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,3.0,Married,2.0,0,5,1,0.0,Manager,34.0,32.0,21712.0
1447,0,Company Invited,3,Small Business,Male,2,5.0,Deluxe,3.0,Married,2.0,0,1,1,0.0,Manager,36.0,21.0,20406.0
1448,0,Self Enquiry,3,Salaried,Male,2,4.0,Deluxe,4.0,Married,3.0,0,3,0,1.0,Manager,41.0,9.0,23938.0
1449,0,Self Enquiry,1,Large Business,Male,3,3.0,Basic,5.0,Single,2.0,0,1,1,1.0,Executive,32.0,8.0,17439.0
1450,0,Self Enquiry,2,Salaried,Female,2,3.0,Standard,3.0,Unmarried,2.0,1,1,1,0.0,Senior Manager,35.0,32.0,23837.0
1451,0,Self Enquiry,3,Salaried,Female,3,3.0,Deluxe,3.0,Married,2.0,0,4,0,2.0,Manager,38.0,16.0,20343.0
1452,1,Company Invited,3,Salaried,Male,3,3.0,Deluxe,3.0,Married,1.0,0,3,1,1.0,Manager,50.0,6.0,21728.0
1453,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,3.0,Married,5.0,0,1,1,1.0,Manager,36.0,17.0,21652.0
1454,0,Self Enquiry,3,Salaried,Female,2,3.0,Deluxe,3.0,Single,1.0,0,1,1,0.0,Manager,45.0,13.0,19850.0
1455,0,Self Enquiry,1,Salaried,Male,2,4.0,Basic,3.0,Single,3.0,0,5,0,1.0,Executive,40.0,8.0,17809.0
1456,0,Company Invited,1,Salaried,Male,3,3.0,Deluxe,3.0,Married,2.0,1,3,1,0.0,Manager,35.0,24.0,20689.0
1457,0,Self Enquiry,1,Small Business,Female,3,3.0,Basic,3.0,Married,3.0,0,1,1,1.0,Executive,40.0,8.0,17311.7
1458,0,Self Enquiry,1,Salaried,Female,3,5.0,Basic,3.0,Married,2.0,0,3,0,1.0,Executive,35.0,6.0,17977.0
1459,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,4.0,Married,5.0,1,4,1,0.0,Manager,36.0,19.0,22347.0
1460,0,Self Enquiry,1,Small Business,Female,3,4.0,Basic,5.0,Single,2.0,0,1,0,1.0,Executive,36.0,32.0,22347.0
1461,1,Self Enquiry,3,Small Business,Male,2,4.0,Standard,5.0,Married,5.0,1,5,0,0.0,Senior Manager,50.0,32.0,25854.0
1462,0,Self Enquiry,3,Small Business,Female,2,4.0,Super Deluxe,3.0,Married,1.0,0,1,1,1.0,AVP,39.0,30.0,27031.0
1463,0,Company Invited,1,Small Business,Male,3,3.0,Deluxe,5.0,Unmarried,1.0,0,1,0,2.0,Manager,31.0,11.0,24936.0
1464,0,Self Enquiry,3,Salaried,Female,1,4.0,Basic,3.0,Single,1.0,0,1,0,0.0,Executive,26.0,11.0,17966.0
1465,0,Company Invited,1,Small Business,Male,2,1.0,Deluxe,3.0,Married,5.0,0,3,0,0.0,Manager,36.0,29.0,17571.0
1466,0,Self Enquiry,1,Small Business,Male,2,4.0,Standard,5.0,Married,5.0,0,4,1,0.0,Senior Manager,39.0,12.0,24991.0
1467,0,Self Enquiry,1,Salaried,Male,2,1.0,Deluxe,4.0,Married,2.0,1,4,1,0.0,Manager,27.0,10.0,21142.0
1468,0,Company Invited,3,Small Business,Male,3,4.0,Deluxe,4.0,Married,3.0,0,3,1,2.0,Manager,49.0,8.0,20390.0
1469,0,,1,Small Business,Male,2,1.0,Deluxe,3.0,Married,3.0,0,3,0,1.0,Manager,34.0,13.0,22347.0
1470,1,Self Enquiry,3,Salaried,Female,3,3.0,Deluxe,3.0,Single,1.0,1,4,0,2.0,Manager,41.0,6.0,20993.0
1471,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,4.0,Married,2.0,0,1,0,0.0,Manager,49.0,14.0,20130.0
1472,1,Self Enquiry,1,Salaried,Male,3,4.0,Basic,3.0,Single,7.0,1,3,0,2.0,Executive,37.0,8.0,17311.7
1473,0,Company Invited,1,Salaried,Female,2,3.0,Basic,3.0,Married,2.0,1,1,1,1.0,Executive,33.0,9.0,17909.0
1474,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Married,1.0,0,5,1,1.0,Executive,36.0,8.0,18468.0
1475,0,Company Invited,1,Salaried,Male,3,3.0,Basic,3.0,Single,1.0,0,3,1,1.0,Executive,32.0,8.0,18068.0
1476,0,Self Enquiry,1,Small Business,Female,2,1.0,Basic,5.0,Married,5.0,1,1,0,1.0,Executive,55.0,9.0,17670.0
1477,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,2.0,0,3,1,2.0,Executive,30.0,30.0,17693.0
1478,0,Company Invited,1,Salaried,Male,2,4.0,Standard,3.0,Unmarried,1.0,0,3,1,0.0,Senior Manager,38.0,29.0,24526.0
1479,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,3.0,Married,7.0,0,3,0,0.0,Manager,36.0,32.0,20237.0
1480,0,Self Enquiry,1,Small Business,Male,2,1.0,Basic,4.0,Married,1.0,0,4,1,1.0,Executive,35.0,22.0,17426.0
1481,0,Self Enquiry,1,Salaried,Female,2,4.0,Deluxe,3.0,Single,1.0,1,1,1,1.0,Manager,36.0,21.0,22347.0
1482,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Married,2.0,0,3,1,1.0,Executive,31.0,32.0,17911.0
1483,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Married,1.0,0,3,0,0.0,Executive,34.0,25.0,17661.0
1484,1,Self Enquiry,1,Salaried,Male,2,4.0,Basic,3.0,Single,6.0,1,1,0,0.0,Executive,28.0,30.0,17311.7
1485,0,Self Enquiry,1,Salaried,Female,2,1.0,Standard,5.0,Married,2.0,0,5,1,1.0,Senior Manager,29.0,27.0,24980.0
1486,0,Self Enquiry,1,Salaried,Male,3,1.0,Basic,4.0,Married,1.0,1,1,1,2.0,Executive,32.0,11.0,18298.0
1487,0,Company Invited,1,Small Business,Male,3,1.0,Basic,3.0,Married,2.0,1,3,0,2.0,Executive,24.0,22.0,17935.0
1488,0,Self Enquiry,3,Salaried,Female,3,4.0,Super Deluxe,3.0,Married,3.0,0,3,0,0.0,AVP,53.0,8.0,30427.0
1489,0,Self Enquiry,1,Salaried,Male,2,3.0,Basic,3.0,Single,6.0,1,1,0,0.0,Executive,36.0,8.0,22347.0
1490,0,Company Invited,1,Salaried,Female,3,1.0,Deluxe,3.0,Married,1.0,0,5,0,1.0,Manager,36.0,17.0,22347.0
1491,1,Self Enquiry,3,Salaried,Male,2,4.0,Basic,5.0,Single,1.0,0,1,0,0.0,Executive,36.0,15.0,18407.0
1492,0,Self Enquiry,1,Salaried,Female,2,3.0,Standard,4.0,Unmarried,1.0,0,5,0,0.0,Senior Manager,34.0,13.0,26994.0
1493,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Single,2.0,0,5,1,1.0,Executive,24.0,21.0,17311.7
1494,1,Self Enquiry,1,Small Business,Male,2,3.0,Basic,5.0,Single,3.0,0,4,0,0.0,Executive,34.0,12.0,17960.0
1495,0,Self Enquiry,1,Salaried,Female,2,3.0,King,3.0,Married,5.0,0,4,1,0.0,VP,53.0,11.0,34094.0
1496,1,Company Invited,1,Salaried,Female,3,5.0,Basic,5.0,Single,2.0,1,4,0,0.0,Executive,36.0,22.0,22347.0
1497,0,Self Enquiry,3,Small Business,Male,2,3.0,Deluxe,4.0,Married,1.0,0,3,1,0.0,Manager,42.0,14.0,21825.0
1498,0,Self Enquiry,1,Small Business,Female,2,4.0,Standard,3.0,Married,4.0,0,4,0,0.0,Senior Manager,44.0,13.0,25248.0
1499,0,Self Enquiry,3,Small Business,Female,2,3.0,King,5.0,Single,4.0,0,1,1,1.0,VP,46.0,8.0,33947.0
1500,0,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Single,5.0,0,3,0,2.0,Executive,33.0,8.0,17496.0
1501,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,3.0,1,3,0,1.0,Manager,44.0,16.0,21465.0
1502,0,Self Enquiry,1,Small Business,Male,2,4.0,Basic,3.0,Single,2.0,0,4,0,1.0,Executive,30.0,15.0,17311.7
1503,1,Self Enquiry,3,Large Business,Male,2,3.0,Deluxe,3.0,Married,4.0,0,1,0,0.0,Manager,39.0,11.0,17311.7
1504,1,Self Enquiry,1,Small Business,Male,3,3.0,Basic,3.0,Married,3.0,1,3,0,2.0,Executive,24.0,6.0,17311.7
1505,0,Self Enquiry,1,Small Business,Female,3,1.0,Basic,3.0,Married,2.0,0,1,1,2.0,Executive,43.0,8.0,17645.0
1506,1,Self Enquiry,3,Small Business,Male,2,4.0,Basic,3.0,Married,2.0,1,4,1,1.0,Executive,50.0,9.0,17683.0
1507,0,Self Enquiry,3,Small Business,Female,3,3.0,Basic,3.0,Married,2.0,0,1,1,2.0,Executive,35.0,8.0,17311.7
1508,0,Self Enquiry,1,Salaried,Female,2,4.0,Basic,5.0,Married,1.0,1,1,1,1.0,Executive,36.0,11.0,18419.0
1509,0,Company Invited,3,Salaried,Female,2,1.0,Deluxe,5.0,Married,3.0,0,3,0,1.0,Manager,33.0,6.0,20376.0
1510,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,2.0,0,4,1,1.0,Executive,35.0,10.0,17311.7
1511,0,Self Enquiry,1,Salaried,Female,2,3.0,Basic,5.0,Married,2.0,0,3,1,1.0,Executive,27.0,8.0,17341.0
1512,1,Self Enquiry,1,Salaried,Male,2,5.0,Basic,3.0,Single,2.0,0,1,0,0.0,Executive,26.0,31.0,17311.7
1513,0,Company Invited,3,Salaried,Male,2,3.0,Standard,3.0,Unmarried,2.0,0,1,1,0.0,Senior Manager,27.0,14.0,23726.0
1514,0,Company Invited,1,Small Business,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,36.0,6.0,22347.0
1515,1,Self Enquiry,1,Large Business,Female,2,3.0,King,3.0,Married,2.0,0,4,1,1.0,VP,41.0,18.0,34545.0
1516,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,1.0,0,5,0,1.0,Manager,34.0,13.0,19568.0
1517,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,4.0,Married,5.0,0,4,0,1.0,Executive,37.0,25.0,18022.0
1518,0,Company Invited,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,5.0,1,5,1,1.0,Manager,46.0,11.0,20772.0
1519,0,Self Enquiry,1,Salaried,Male,2,1.0,Basic,3.0,Married,2.0,0,5,1,1.0,Executive,35.0,14.0,17311.7
1520,1,Self Enquiry,1,Salaried,Male,3,4.0,Standard,3.0,Single,1.0,1,5,0,0.0,Senior Manager,48.0,6.0,20381.0
1521,1,Self Enquiry,1,Large Business,Male,2,3.0,Basic,3.0,Single,2.0,1,1,0,0.0,Executive,36.0,11.0,18441.0
1522,0,Self Enquiry,3,Small Business,Female,3,3.0,Deluxe,5.0,Married,6.0,1,1,1,1.0,Manager,44.0,6.0,20454.0
1523,0,Company Invited,1,Small Business,Male,3,4.0,Standard,5.0,Married,3.0,1,5,1,2.0,Senior Manager,35.0,17.0,24884.0
1524,0,Self Enquiry,3,Small Business,Female,2,4.0,Deluxe,3.0,Married,1.0,1,1,0,0.0,Manager,36.0,29.0,22347.0
1525,0,Company Invited,1,Salaried,Female,3,3.0,Standard,3.0,Unmarried,2.0,1,1,1,0.0,Senior Manager,33.0,6.0,28458.0
1526,0,Company Invited,3,Salaried,Male,3,3.0,Standard,5.0,Married,2.0,0,4,0,0.0,Senior Manager,35.0,6.0,24069.0
1527,0,Self Enquiry,1,Small Business,Female,1,3.0,Basic,5.0,Married,4.0,1,4,0,0.0,Executive,36.0,29.0,22347.0
1528,0,Self Enquiry,1,Salaried,Male,2,3.0,Deluxe,3.0,Married,4.0,0,3,0,1.0,Manager,31.0,13.0,20915.0
1529,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Married,2.0,0,5,0,0.0,Manager,37.0,6.0,20993.0
1530,0,Self Enquiry,1,Small Business,Male,2,3.0,Deluxe,3.0,Married,2.0,1,4,1,1.0,Manager,32.0,6.0,21162.0
1531,0,Company Invited,1,Salaried,Female,2,3.0,Deluxe,3.0,Single,2.0,0,3,1,0.0,Manager,38.0,32.0,17406.0
1532,0,Self Enquiry,1,Small Business,Female,2,4.0,King,3.0,Married,6.0,1,4,1,1.0,VP,50.0,13.0,33740.0
1533,0,Self Enquiry,3,Salaried,Female,4,3.0,Standard,5.0,Unmarried,1.0,0,3,1,1.0,Senior Manager,55.0,31.0,22637.0
1534,0,Self Enquiry,1,Large Business,Female,2,3.0,Standard,3.0,Married,2.0,0,4,1,0.0,Senior Manager,36.0,14.0,25096.0
1535,0,Self Enquiry,1,Small Business,Female,2,3.0,Super Deluxe,3.0,Married,3.0,1,3,1,1.0,AVP,55.0,14.0,29756.0
1536,0,Company Invited,1,Salaried,Male,3,4.0,Deluxe,4.0,Unmarried,2.0,0,4,1,1.0,Manager,36.0,17.0,21499.0
1537,0,Self Enquiry,1,Salaried,Male,2,3.0,Standard,5.0,Married,3.0,0,3,0,0.0,Senior Manager,45.0,13.0,24724.0
1538,0,Company Invited,1,Small Business,Male,3,3.0,Basic,5.0,Married,5.0,0,1,0,1.0,Executive,35.0,6.0,17311.7
1539,1,Self Enquiry,1,Small Business,Male,3,4.0,Basic,3.0,Married,1.0,1,1,1,2.0,Executive,36.0,15.0,18388.0
1540,0,Company Invited,3,Salaried,Female,2,4.0,Deluxe,3.0,Single,1.0,0,5,1,0.0,Manager,55.0,6.0,20473.0
1541,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,4.0,Married,1.0,0,4,1,0.0,Executive,29.0,8.0,17703.0
1542,0,Self Enquiry,1,Small Business,Male,2,3.0,Basic,4.0,Single,2.0,0,3,1,0.0,Executive,31.0,6.0,17501.0
1543,0,Self Enquiry,1,Salaried,Male,3,3.0,Deluxe,4.0,Married,2.0,0,3,1,0.0,Manager,32.0,6.0,21220.0
1544,0,Self Enquiry,1,Salaried,Female,2,1.0,Basic,3.0,Married,4.0,0,1,0,0.0,Executive,36.0,12.0,18038.0
1545,0,Self Enquiry,1,Salaried,Female,3,3.0,Deluxe,3.0,Single,2.0,0,5,1,2.0,Manager,31.0,13.0,22347.0
1546,0,Self Enquiry,3,Small Business,Male,2,4.0,Deluxe,5.0,Single,1.0,0,1,1,1.0,Manager,35.0,13.0,22347.0
1547,0,Self Enquiry,1,Salaried,Male,2,3.0,Standard,5.0,Married,5.0,1,3,1,1.0,Senior Manager,45.0,12.0,28245.0
1548,0,Self Enquiry,1,Small Business,Male,1,3.0,Standard,3.0,Single,5.0,0,1,0,0.0,Senior Manager,37.0,13.0,28664.0
1549,0,Self Enquiry,2,Small Business,Male,3,,Deluxe,4.0,Married,1.0,1,5,1,2.0,Manager,46.0,11.0,20021.0
1550,0,Self Enquiry,1,Salaried,Male,2,4.0,Deluxe,3.0,Married,2.0,1,1,1,1.0,Manager,30.0,6.0,20126.0
1551,0,Self Enquiry,1,Small Business,Male,1,4.0,Basic,3.0,Single,2.0,0,4,1,0.0,Executive,35.0,6.0,17859.0
1552,0,Self Enquiry,3,Salaried,Male,3,3.0,Standard,3.0,Married,4.0,0,1,0,2.0,Senior Manager,55.0,6.0,25239.0
1553,0,Company Invited,1,Small Business,Female,3,5.0,Deluxe,3.0,Married,1.0,1,1,0,2.0,Manager,38.0,12.0,20329.0
1554,0,Self Enquiry,1,Small Business,Male,3,3.0,Deluxe,4.0,Married,2.0,0,5,1,2.0,Manager,34.0,13.0,22347.0
1555,0,Self Enquiry,1,Salaried,Male,2,5.0,Standard,3.0,Unmarried,5.0,0,1,0,0.0,Senior Manager,55.0,13.0,22260.0
1556,0,Self Enquiry,3,Large Business,Male,3,3.0,Basic,5.0,Married,4.0,0,3,1,2.0,Executive,24.0,8.0,17322.0
1557,0,Self Enquiry,1,Salaried,Male,3,3.0,Basic,3.0,Married,4.0,0,3,1,0.0,Executive,51.0,15.0,17311.7
1558,0,Self Enquiry,1,Salaried,Male,4,4.0,Deluxe,3.0,Married,2.0,0,4,1,1.0,Manager,36.0,8.0,22347.0
1559,1,Self Enquiry,3,Small Business,Male,3,4.0,Standard,3.0,Unmarried,2.0,0,5,1,2.0,Senior Manager,46.0,15.0,24619.0
1560,0,Company Invited,1,Salaried,Male,3,4.0,Super Deluxe,4.0,Married,2.0,0,1,1,1.0,AVP,40.0,6.0,28503.0
1561,0,Self Enquiry,3,Small Business,Male,3,3.0,Deluxe,3.0,Single,1.0,1,5,0,2.0,Manager,51.0,27.0,20441.0
1562,0,Self Enquiry,3,Small Business,Female,3,4.0,Deluxe,4.0,Married,2.0,1,3,1,0.0,Manager,30.0,10.0,20209.0
1563,0,Company Invited,1,Small Business,Male,2,4.0,Standard,5.0,Married,3.0,1,1,1,1.0,Senior Manager,46.0,6.0,25673.0
1564,0,Self Enquiry,3,Small Business,Male,2,,Deluxe,3.0,Single,2.0,0,5,1,1.0,Manager,32.0,12.0,20010.0
1565,0,Self Enquiry,1,Large Business,Female,2,3.0,Standard,3.0,Married,1.0,0,4,0,0.0,Senior Manager,54.0,8.0,28549.0
